gene	SRX6979849	SRX6979775	SRX6979685	SRX6979613	SRX6979563	SRX6980129	SRX6979593	SRX6979781	SRX6980260	SRX6979825	SRX6980257	SRX6979581	SRX6980224	SRX6979852	SRX6979533	SRX6979628	SRX6979733	SRX6979634	SRX6979608	SRX6979727	SRX6979816	SRX6979885	SRX6980132	SRX6979760	SRX6980079	SRX6980233	SRX6979968	SRX6979730	SRX6979697	SRX6979813	SRX6979667	SRX6979766	SRX6979789	SRX6979631	SRX6979745	SRX6979521	SRX6979837	SRX6979956	SRX6980263	SRX6979778	SRX6979536	SRX6979751	SRX6979798	SRX6979879	SRX6979971	SRX6979643	SRX6979965	SRX6980089	SRX6979962	SRX6979882	SRX6979736
11	1.0	2.0	6.0	4.0	13.0	3.0	6.0	2.0	0.0	3.0	2.0	5.0	1.0	1.0	7.0	2.0	2.0	2.0	5.0	8.0	0.0	0.0	1.0	5.0	6.0	12.0	12.0	5.0	1.0	3.0	4.0	5.0	3.0	3.0	4.0	3.0	0.0	8.0	4.0	5.0	19.0	14.0	1.0	6.0	1.0	10.0	6.0	1.0	12.0	5.0	10.0
12	5.0	2.0	7.0	7.0	14.0	7.0	7.0	3.0	1.0	5.0	4.0	6.0	4.0	1.0	7.0	3.0	2.0	7.0	5.0	11.0	4.0	6.0	6.0	7.0	7.0	14.0	18.0	6.0	2.0	7.0	8.0	7.0	5.0	5.0	4.0	7.0	0.0	12.0	8.0	12.0	24.0	33.0	1.0	11.0	3.0	13.0	7.0	1.0	20.0	9.0	15.0
13	7.0	3.0	7.0	7.0	15.0	7.0	9.0	3.0	1.0	6.0	4.0	6.0	4.0	1.0	11.0	3.0	2.0	10.0	6.0	13.0	6.0	6.0	7.0	7.0	7.0	17.0	19.0	6.0	2.0	7.0	8.0	7.0	7.0	5.0	4.0	11.0	0.0	15.0	9.0	13.0	28.0	42.0	1.0	11.0	3.0	14.0	8.0	1.0	21.0	10.0	18.0
14	12.0	5.0	13.0	18.0	26.0	15.0	20.0	12.0	4.0	8.0	9.0	11.0	5.0	9.0	21.0	11.0	13.0	21.0	9.0	15.0	9.0	12.0	8.0	12.0	10.0	24.0	32.0	10.0	12.0	7.0	10.0	12.0	42.0	23.0	13.0	19.0	15.0	34.0	11.0	16.0	35.0	59.0	18.0	14.0	10.0	22.0	25.0	9.0	37.0	12.0	22.0
15	23.0	18.0	24.0	27.0	56.0	61.0	25.0	29.0	15.0	29.0	19.0	24.0	13.0	14.0	30.0	20.0	21.0	23.0	31.0	22.0	22.0	17.0	29.0	54.0	21.0	77.0	73.0	16.0	21.0	30.0	28.0	21.0	97.0	30.0	24.0	28.0	20.0	96.0	16.0	34.0	80.0	165.0	35.0	47.0	15.0	60.0	52.0	37.0	76.0	22.0	45.0
16	23.0	18.0	24.0	27.0	56.0	61.0	25.0	29.0	15.0	29.0	19.0	24.0	13.0	14.0	30.0	20.0	21.0	23.0	31.0	22.0	22.0	17.0	29.0	54.0	21.0	78.0	73.0	16.0	21.0	30.0	29.0	21.0	97.0	30.0	24.0	28.0	21.0	96.0	16.0	34.0	80.0	169.0	35.0	47.0	15.0	60.0	52.0	37.0	76.0	22.0	45.0
17	23.0	18.0	24.0	27.0	59.0	62.0	25.0	30.0	15.0	30.0	19.0	25.0	15.0	14.0	30.0	20.0	21.0	23.0	31.0	22.0	23.0	18.0	30.0	55.0	26.0	79.0	76.0	16.0	21.0	31.0	31.0	23.0	105.0	30.0	28.0	29.0	21.0	101.0	18.0	36.0	91.0	183.0	35.0	49.0	17.0	64.0	53.0	39.0	76.0	26.0	48.0
18	23.0	19.0	27.0	28.0	69.0	62.0	27.0	31.0	15.0	39.0	19.0	25.0	18.0	16.0	32.0	20.0	22.0	23.0	31.0	23.0	23.0	20.0	32.0	57.0	27.0	88.0	77.0	16.0	21.0	34.0	32.0	23.0	109.0	35.0	35.0	29.0	22.0	101.0	18.0	41.0	136.0	186.0	40.0	52.0	17.0	83.0	53.0	40.0	79.0	36.0	51.0
19	24.0	19.0	27.0	32.0	73.0	63.0	29.0	33.0	18.0	41.0	22.0	25.0	21.0	18.0	34.0	21.0	22.0	24.0	32.0	24.0	24.0	20.0	34.0	58.0	29.0	92.0	79.0	18.0	24.0	35.0	32.0	23.0	114.0	35.0	35.0	29.0	23.0	104.0	20.0	44.0	138.0	192.0	40.0	52.0	19.0	86.0	54.0	44.0	79.0	37.0	54.0
20	24.0	20.0	27.0	32.0	78.0	64.0	32.0	34.0	19.0	46.0	23.0	26.0	23.0	21.0	34.0	22.0	22.0	25.0	32.0	25.0	25.0	22.0	34.0	63.0	29.0	98.0	80.0	21.0	24.0	35.0	33.0	25.0	118.0	35.0	46.0	31.0	23.0	104.0	20.0	46.0	145.0	194.0	40.0	53.0	20.0	92.0	55.0	44.0	80.0	41.0	64.0
21	24.0	20.0	27.0	32.0	80.0	64.0	32.0	35.0	19.0	48.0	23.0	26.0	23.0	21.0	34.0	22.0	22.0	25.0	32.0	25.0	25.0	22.0	34.0	63.0	29.0	100.0	80.0	21.0	24.0	35.0	33.0	25.0	118.0	35.0	46.0	31.0	23.0	104.0	22.0	48.0	152.0	194.0	40.0	53.0	20.0	95.0	55.0	44.0	80.0	45.0	65.0
22	24.0	20.0	27.0	32.0	80.0	64.0	34.0	35.0	19.0	48.0	23.0	26.0	23.0	21.0	34.0	22.0	22.0	25.0	32.0	25.0	25.0	22.0	34.0	65.0	29.0	101.0	81.0	21.0	24.0	35.0	33.0	25.0	119.0	36.0	46.0	31.0	23.0	105.0	22.0	50.0	154.0	196.0	40.0	53.0	20.0	96.0	55.0	44.0	80.0	45.0	65.0
23	24.0	20.0	27.0	32.0	80.0	64.0	34.0	35.0	19.0	48.0	23.0	26.0	23.0	21.0	34.0	22.0	22.0	25.0	32.0	25.0	25.0	22.0	34.0	65.0	29.0	101.0	81.0	21.0	24.0	35.0	33.0	25.0	119.0	36.0	46.0	31.0	23.0	105.0	22.0	50.0	154.0	196.0	40.0	53.0	20.0	96.0	55.0	44.0	80.0	45.0	65.0
24	24.0	20.0	27.0	32.0	80.0	64.0	34.0	35.0	19.0	48.0	23.0	26.0	23.0	21.0	34.0	22.0	22.0	25.0	32.0	25.0	25.0	22.0	34.0	68.0	29.0	101.0	81.0	21.0	24.0	35.0	33.0	25.0	119.0	36.0	46.0	31.0	23.0	105.0	22.0	52.0	154.0	196.0	40.0	53.0	20.0	96.0	55.0	44.0	80.0	45.0	65.0
25	24.0	20.0	27.0	32.0	80.0	64.0	34.0	35.0	19.0	48.0	23.0	26.0	23.0	21.0	34.0	22.0	22.0	25.0	32.0	25.0	25.0	22.0	34.0	68.0	29.0	101.0	81.0	20.0	24.0	35.0	33.0	25.0	119.0	36.0	47.0	31.0	23.0	105.0	22.0	52.0	153.0	196.0	40.0	53.0	20.0	96.0	55.0	44.0	80.0	45.0	65.0
26	24.0	20.0	27.0	32.0	80.0	64.0	34.0	35.0	19.0	48.0	23.0	26.0	23.0	21.0	34.0	22.0	22.0	25.0	32.0	25.0	25.0	22.0	34.0	68.0	29.0	101.0	81.0	20.0	24.0	35.0	33.0	25.0	119.0	36.0	47.0	31.0	23.0	105.0	22.0	52.0	153.0	196.0	40.0	53.0	20.0	96.0	55.0	44.0	80.0	46.0	65.0
27	24.0	20.0	27.0	32.0	80.0	64.0	34.0	35.0	19.0	48.0	25.0	26.0	23.0	21.0	34.0	22.0	22.0	25.0	32.0	25.0	25.0	22.0	34.0	68.0	29.0	101.0	81.0	20.0	24.0	35.0	33.0	25.0	119.0	36.0	47.0	31.0	23.0	105.0	22.0	53.0	153.0	198.0	41.0	53.0	20.0	96.0	56.0	45.0	80.0	46.0	65.0
28	24.0	20.0	27.0	32.0	82.0	64.0	36.0	35.0	19.0	48.0	25.0	26.0	23.0	21.0	34.0	22.0	22.0	25.0	32.0	25.0	25.0	22.0	34.0	68.0	29.0	101.0	81.0	20.0	24.0	35.0	33.0	25.0	119.0	36.0	47.0	31.0	23.0	106.0	22.0	53.0	153.0	198.0	41.0	53.0	20.0	96.0	56.0	45.0	79.0	46.0	65.0
29	24.0	20.0	27.0	32.0	82.0	64.0	36.0	35.0	19.0	48.0	25.0	26.0	23.0	21.0	34.0	22.0	22.0	25.0	32.0	25.0	25.0	22.0	34.0	68.0	29.0	102.0	81.0	20.0	24.0	35.0	33.0	25.0	119.0	36.0	48.0	31.0	23.0	106.0	22.0	53.0	159.0	198.0	41.0	53.0	20.0	96.0	56.0	45.0	79.0	46.0	65.0
30	24.0	20.0	27.0	32.0	82.0	64.0	36.0	35.0	19.0	48.0	25.0	26.0	23.0	21.0	34.0	22.0	22.0	25.0	32.0	25.0	25.0	22.0	34.0	68.0	29.0	101.0	81.0	20.0	24.0	35.0	33.0	25.0	119.0	36.0	48.0	31.0	23.0	107.0	22.0	53.0	159.0	198.0	41.0	53.0	20.0	96.0	56.0	45.0	79.0	46.0	65.0
31	24.0	20.0	27.0	32.0	82.0	64.0	36.0	35.0	19.0	48.0	25.0	26.0	23.0	21.0	34.0	22.0	22.0	25.0	32.0	25.0	25.0	22.0	34.0	68.0	29.0	101.0	81.0	20.0	24.0	35.0	33.0	25.0	119.0	36.0	48.0	31.0	23.0	107.0	22.0	53.0	159.0	198.0	41.0	53.0	20.0	97.0	56.0	45.0	79.0	46.0	65.0
32	24.0	20.0	27.0	32.0	82.0	64.0	36.0	35.0	19.0	48.0	25.0	26.0	23.0	22.0	34.0	22.0	22.0	25.0	32.0	25.0	25.0	22.0	34.0	68.0	29.0	101.0	81.0	20.0	24.0	35.0	33.0	25.0	119.0	36.0	48.0	31.0	23.0	107.0	22.0	53.0	159.0	198.0	41.0	53.0	20.0	97.0	56.0	45.0	79.0	46.0	65.0
33	24.0	20.0	27.0	32.0	82.0	64.0	36.0	35.0	18.0	48.0	25.0	26.0	21.0	22.0	33.0	22.0	22.0	25.0	32.0	25.0	25.0	22.0	34.0	68.0	28.0	89.0	81.0	20.0	24.0	35.0	33.0	25.0	119.0	36.0	48.0	31.0	23.0	106.0	22.0	53.0	159.0	198.0	41.0	53.0	20.0	97.0	56.0	45.0	79.0	46.0	65.0
34	24.0	20.0	27.0	32.0	82.0	64.0	36.0	35.0	18.0	47.0	25.0	26.0	19.0	22.0	33.0	22.0	22.0	22.0	32.0	25.0	25.0	22.0	34.0	68.0	28.0	86.0	81.0	20.0	24.0	35.0	33.0	25.0	119.0	35.0	48.0	31.0	23.0	105.0	22.0	53.0	157.0	198.0	41.0	53.0	19.0	96.0	56.0	45.0	79.0	46.0	65.0
35	24.0	20.0	27.0	31.0	82.0	64.0	35.0	35.0	18.0	47.0	25.0	26.0	19.0	22.0	33.0	22.0	22.0	22.0	32.0	25.0	25.0	20.0	34.0	68.0	28.0	84.0	80.0	20.0	24.0	35.0	33.0	25.0	119.0	34.0	47.0	31.0	23.0	105.0	22.0	53.0	157.0	197.0	41.0	53.0	19.0	96.0	56.0	45.0	78.0	46.0	65.0
36	24.0	20.0	27.0	30.0	82.0	59.0	33.0	35.0	18.0	46.0	25.0	26.0	18.0	22.0	26.0	22.0	22.0	22.0	31.0	25.0	25.0	20.0	33.0	68.0	28.0	84.0	74.0	20.0	24.0	34.0	33.0	25.0	118.0	27.0	46.0	31.0	23.0	105.0	22.0	53.0	153.0	196.0	39.0	52.0	19.0	96.0	54.0	45.0	77.0	43.0	63.0
37	24.0	20.0	23.0	25.0	76.0	45.0	28.0	31.0	17.0	39.0	22.0	20.0	16.0	18.0	23.0	21.0	20.0	15.0	28.0	25.0	22.0	19.0	29.0	62.0	23.0	74.0	64.0	16.0	23.0	33.0	31.0	22.0	100.0	14.0	44.0	27.0	19.0	92.0	17.0	45.0	121.0	182.0	36.0	48.0	15.0	75.0	51.0	42.0	62.0	32.0	57.0
38	24.0	20.0	23.0	22.0	76.0	44.0	22.0	29.0	14.0	38.0	20.0	20.0	11.0	18.0	22.0	17.0	19.0	15.0	28.0	25.0	22.0	19.0	29.0	59.0	23.0	68.0	62.0	16.0	22.0	31.0	31.0	21.0	90.0	14.0	43.0	24.0	19.0	87.0	17.0	45.0	121.0	181.0	36.0	48.0	14.0	70.0	50.0	42.0	61.0	32.0	57.0
39	22.0	20.0	23.0	22.0	76.0	44.0	22.0	29.0	14.0	38.0	20.0	20.0	11.0	18.0	18.0	17.0	19.0	14.0	28.0	23.0	22.0	19.0	28.0	58.0	23.0	66.0	61.0	16.0	22.0	30.0	31.0	21.0	88.0	14.0	43.0	24.0	19.0	85.0	17.0	45.0	121.0	176.0	36.0	48.0	14.0	70.0	50.0	42.0	61.0	32.0	55.0
40	22.0	20.0	22.0	20.0	69.0	41.0	20.0	26.0	14.0	37.0	20.0	18.0	11.0	14.0	13.0	17.0	17.0	14.0	25.0	23.0	21.0	17.0	28.0	54.0	22.0	62.0	57.0	14.0	18.0	29.0	28.0	21.0	84.0	13.0	43.0	21.0	12.0	77.0	15.0	41.0	118.0	163.0	33.0	45.0	14.0	69.0	46.0	38.0	56.0	32.0	53.0
41	19.0	19.0	17.0	18.0	62.0	35.0	20.0	14.0	11.0	36.0	18.0	15.0	11.0	13.0	11.0	15.0	15.0	13.0	24.0	20.0	13.0	14.0	24.0	48.0	11.0	53.0	53.0	12.0	17.0	25.0	19.0	21.0	69.0	10.0	38.0	17.0	11.0	68.0	13.0	37.0	108.0	124.0	32.0	39.0	13.0	61.0	42.0	33.0	45.0	28.0	43.0
42	17.0	14.0	7.0	14.0	49.0	16.0	16.0	12.0	10.0	28.0	13.0	4.0	7.0	7.0	9.0	12.0	11.0	8.0	17.0	11.0	10.0	11.0	20.0	35.0	8.0	32.0	38.0	5.0	8.0	22.0	16.0	10.0	42.0	5.0	30.0	12.0	7.0	44.0	7.0	30.0	90.0	86.0	23.0	22.0	12.0	47.0	30.0	27.0	35.0	24.0	34.0
43	15.0	11.0	7.0	11.0	41.0	8.0	15.0	10.0	8.0	25.0	8.0	4.0	7.0	6.0	9.0	11.0	11.0	8.0	12.0	8.0	10.0	11.0	16.0	34.0	5.0	27.0	26.0	4.0	7.0	18.0	11.0	7.0	29.0	4.0	27.0	10.0	5.0	28.0	4.0	29.0	84.0	66.0	16.0	19.0	12.0	41.0	18.0	26.0	29.0	24.0	29.0
44	14.0	11.0	7.0	11.0	41.0	8.0	13.0	10.0	5.0	25.0	8.0	4.0	7.0	6.0	9.0	10.0	11.0	8.0	12.0	8.0	10.0	10.0	16.0	31.0	5.0	27.0	22.0	4.0	6.0	18.0	11.0	6.0	28.0	4.0	27.0	10.0	5.0	26.0	4.0	28.0	84.0	61.0	16.0	19.0	12.0	41.0	15.0	26.0	28.0	23.0	26.0
45	14.0	11.0	7.0	11.0	38.0	8.0	13.0	9.0	4.0	22.0	8.0	4.0	7.0	3.0	9.0	10.0	11.0	8.0	12.0	7.0	10.0	10.0	14.0	26.0	5.0	26.0	22.0	4.0	6.0	18.0	11.0	6.0	28.0	4.0	24.0	9.0	5.0	24.0	4.0	27.0	83.0	60.0	16.0	19.0	12.0	40.0	14.0	26.0	26.0	19.0	26.0
46	12.0	11.0	7.0	10.0	29.0	7.0	13.0	2.0	4.0	14.0	7.0	4.0	7.0	3.0	8.0	10.0	9.0	8.0	12.0	6.0	10.0	10.0	14.0	19.0	5.0	23.0	17.0	4.0	6.0	13.0	11.0	6.0	24.0	4.0	19.0	9.0	5.0	23.0	4.0	13.0	60.0	60.0	9.0	18.0	10.0	31.0	12.0	17.0	25.0	15.0	22.0
47	8.0	10.0	5.0	4.0	28.0	6.0	12.0	2.0	4.0	12.0	6.0	4.0	7.0	3.0	7.0	10.0	9.0	5.0	11.0	6.0	10.0	6.0	13.0	18.0	4.0	20.0	15.0	4.0	3.0	9.0	10.0	5.0	21.0	3.0	16.0	8.0	5.0	15.0	4.0	12.0	40.0	59.0	8.0	18.0	8.0	21.0	12.0	15.0	19.0	11.0	9.0
48	0.0	3.0	3.0	1.0	14.0	3.0	6.0	1.0	1.0	7.0	3.0	2.0	0.0	1.0	3.0	2.0	7.0	3.0	4.0	0.0	2.0	1.0	3.0	9.0	2.0	9.0	7.0	1.0	3.0	2.0	5.0	2.0	7.0	1.0	13.0	0.0	4.0	5.0	1.0	10.0	32.0	26.0	4.0	5.0	2.0	8.0	7.0	12.0	12.0	8.0	8.0
49	0.0	3.0	2.0	1.0	5.0	1.0	2.0	0.0	0.0	2.0	1.0	1.0	0.0	1.0	0.0	0.0	6.0	1.0	4.0	0.0	0.0	1.0	2.0	5.0	1.0	2.0	6.0	1.0	0.0	2.0	4.0	1.0	3.0	1.0	0.0	0.0	1.0	2.0	1.0	1.0	4.0	15.0	3.0	2.0	0.0	5.0	3.0	10.0	3.0	0.0	1.0
50	0.0	3.0	1.0	1.0	2.0	1.0	2.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	1.0	1.0	2.0	0.0	1.0	6.0	1.0	0.0	2.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	4.0	10.0	3.0	2.0	0.0	5.0	3.0	10.0	1.0	0.0	1.0
51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	5.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0
56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	6.0	2.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	2.0	2.0	2.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0
57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	6.0	2.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	2.0	2.0	3.0	1.0	3.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0
58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	6.0	2.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	2.0	2.0	3.0	1.0	3.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0
59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	6.0	2.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	2.0	2.0	3.0	1.0	3.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0
60	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	6.0	2.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	1.0	0.0	2.0	2.0	3.0	1.0	3.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0
61	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	19.0	2.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	1.0	0.0	2.0	2.0	3.0	1.0	4.0	1.0	0.0	0.0	3.0	0.0	1.0	2.0	1.0	0.0	0.0
62	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	21.0	2.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	1.0	0.0	2.0	2.0	3.0	1.0	4.0	1.0	0.0	0.0	3.0	0.0	1.0	2.0	1.0	0.0	0.0
63	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	21.0	2.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	1.0	0.0	2.0	2.0	3.0	1.0	4.0	1.0	0.0	0.0	3.0	0.0	1.0	2.0	1.0	0.0	0.0
64	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	21.0	2.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	1.0	0.0	2.0	2.0	3.0	1.0	4.0	1.0	0.0	0.0	3.0	0.0	1.0	2.0	1.0	0.0	0.0
