gene	SRX6979700	SRX6979849	SRX6980014	SRX6979775	SRX6980266	SRX6979625	SRX6979822	SRX6979563	SRX6979781	SRX6979757	SRX6979706	SRX6980203	SRX6979819	SRX6980218	SRX6980181	SRX6979852	SRX6979652	SRX6979733	SRX6979727	SRX6979691	SRX6979816	SRX6979876	SRX6979834	SRX6979649	SRX6980290	SRX6979548	SRX6979864	SRX6980039	SRX6979554	SRX6979786	SRX6979631	SRX6979855	SRX6979745	SRX6979622	SRX6979688	SRX6979778	SRX6979560	SRX6979798	SRX6980299	SRX6979772	SRX6980269	SRX6979795	SRX6979867	SRX6979566	SRX6979846	SRX6979879	SRX6979807	SRX6980245	SRX6979754	SRX6979599	SRX6980153	SRX6979840	SRX6979882	SRX6979736	SRX6980221	SRX6979763
11	88.46153846153847	95.45454545454545	86.36363636363636	100.0	99.1304347826087	100.0	88.88888888888889	100.0	91.66666666666667	100.0	88.33333333333333	87.5	100.0	96.96969696969697	87.93103448275862	94.11764705882354	100.0	90.47619047619048	88.88888888888889	82.14285714285714	80.0	88.60759493670886	90.47619047619048	87.5	95.83333333333333	85.78199052132702	100.0	82.47422680412372	80.0	95.23809523809524	100.0	94.02985074626865	100.0	100.0	86.48648648648648	100.0	95.83333333333333	97.95918367346938	100.0	100.0	89.1891891891892	100.0	100.0	95.65217391304348	100.0	90.69767441860465	96.29629629629629	93.10344827586206	100.0	95.83333333333333	92.10526315789474	91.17647058823529	100.0	95.0	95.0	94.73684210526316
12	88.46153846153847	95.45454545454545	86.36363636363636	100.0	99.1304347826087	100.0	88.88888888888889	100.0	91.66666666666667	100.0	88.33333333333333	87.5	100.0	96.96969696969697	89.65517241379311	94.11764705882354	100.0	90.47619047619048	88.88888888888889	82.14285714285714	95.0	91.13924050632912	90.47619047619048	87.5	95.83333333333333	86.25592417061611	100.0	83.50515463917526	80.0	95.23809523809524	100.0	94.02985074626865	100.0	100.0	86.48648648648648	100.0	100.0	97.95918367346938	100.0	100.0	89.1891891891892	100.0	100.0	100.0	100.0	93.02325581395348	96.29629629629629	96.55172413793103	100.0	95.83333333333333	92.10526315789474	91.17647058823529	100.0	95.0	95.0	94.73684210526316
13	88.46153846153847	95.45454545454545	86.36363636363636	100.0	99.1304347826087	100.0	88.88888888888889	100.0	91.66666666666667	100.0	91.66666666666667	90.625	100.0	96.96969696969697	91.37931034482759	94.11764705882354	100.0	90.47619047619048	88.88888888888889	82.14285714285714	95.0	93.67088607594937	90.47619047619048	87.5	100.0	86.25592417061611	100.0	85.05154639175258	80.0	95.23809523809524	100.0	94.02985074626865	100.0	100.0	86.48648648648648	100.0	100.0	97.95918367346938	100.0	100.0	89.1891891891892	100.0	100.0	100.0	100.0	93.02325581395348	96.29629629629629	96.55172413793103	100.0	95.83333333333333	92.10526315789474	91.17647058823529	100.0	95.0	100.0	94.73684210526316
14	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.48484848484848	98.27586206896552	100.0	100.0	100.0	100.0	100.0	100.0	97.46835443037975	100.0	100.0	100.0	100.0	100.0	97.42268041237114	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	96.29629629629629	100.0	100.0	100.0	100.0	97.05882352941177	100.0	100.0	100.0	100.0
15	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.48484848484848	98.27586206896552	100.0	100.0	100.0	100.0	100.0	100.0	97.46835443037975	100.0	100.0	100.0	100.0	100.0	97.9381443298969	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	96.29629629629629	100.0	100.0	100.0	100.0	97.05882352941177	100.0	100.0	100.0	100.0
16	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.48484848484848	98.27586206896552	100.0	100.0	100.0	100.0	100.0	100.0	97.46835443037975	100.0	100.0	100.0	100.0	100.0	97.9381443298969	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	96.29629629629629	100.0	100.0	100.0	100.0	97.05882352941177	100.0	100.0	100.0	100.0
17	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.48484848484848	98.27586206896552	100.0	100.0	100.0	100.0	100.0	100.0	97.46835443037975	100.0	100.0	100.0	100.0	100.0	97.9381443298969	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	96.29629629629629	100.0	100.0	100.0	100.0	97.05882352941177	100.0	100.0	100.0	100.0
18	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.48484848484848	98.27586206896552	100.0	100.0	100.0	100.0	100.0	100.0	97.46835443037975	100.0	100.0	100.0	100.0	100.0	97.9381443298969	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	96.29629629629629	100.0	100.0	100.0	100.0	97.05882352941177	100.0	100.0	100.0	100.0
19	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.48484848484848	98.27586206896552	100.0	100.0	100.0	100.0	100.0	100.0	97.46835443037975	100.0	100.0	100.0	100.0	100.0	97.9381443298969	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	96.29629629629629	100.0	100.0	100.0	100.0	97.05882352941177	100.0	100.0	100.0	100.0
20	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.48484848484848	98.27586206896552	100.0	100.0	100.0	100.0	100.0	100.0	97.46835443037975	100.0	100.0	100.0	100.0	100.0	97.9381443298969	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	96.29629629629629	100.0	100.0	100.0	100.0	97.05882352941177	100.0	100.0	100.0	100.0
21	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.48484848484848	98.27586206896552	100.0	100.0	100.0	100.0	100.0	100.0	97.46835443037975	100.0	100.0	100.0	100.0	100.0	97.9381443298969	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	96.29629629629629	100.0	100.0	100.0	100.0	97.05882352941177	100.0	100.0	100.0	100.0
22	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.48484848484848	98.27586206896552	100.0	100.0	100.0	100.0	100.0	100.0	97.46835443037975	100.0	100.0	100.0	100.0	100.0	97.9381443298969	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	96.29629629629629	100.0	100.0	100.0	100.0	97.05882352941177	100.0	100.0	100.0	100.0
23	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.48484848484848	98.27586206896552	100.0	100.0	100.0	100.0	100.0	100.0	97.46835443037975	100.0	100.0	100.0	100.0	100.0	97.9381443298969	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	96.29629629629629	100.0	100.0	100.0	100.0	97.05882352941177	100.0	100.0	100.0	100.0
24	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.48484848484848	98.27586206896552	100.0	100.0	100.0	100.0	100.0	100.0	97.46835443037975	100.0	100.0	100.0	100.0	100.0	97.9381443298969	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	96.29629629629629	100.0	100.0	100.0	100.0	97.05882352941177	100.0	100.0	100.0	100.0
25	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.48484848484848	98.27586206896552	100.0	100.0	100.0	100.0	100.0	100.0	97.46835443037975	100.0	100.0	100.0	100.0	100.0	97.9381443298969	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	96.29629629629629	100.0	100.0	100.0	100.0	97.05882352941177	100.0	100.0	100.0	100.0
26	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.48484848484848	98.27586206896552	100.0	100.0	100.0	100.0	100.0	100.0	97.46835443037975	100.0	100.0	100.0	100.0	100.0	97.9381443298969	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	96.29629629629629	100.0	100.0	100.0	100.0	97.05882352941177	100.0	100.0	100.0	100.0
27	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.48484848484848	98.27586206896552	100.0	100.0	100.0	100.0	100.0	100.0	97.46835443037975	100.0	100.0	100.0	100.0	100.0	97.42268041237114	100.0	100.0	100.0	97.01492537313433	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	96.29629629629629	100.0	100.0	100.0	100.0	97.05882352941177	100.0	100.0	100.0	100.0
28	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.48484848484848	98.27586206896552	100.0	100.0	100.0	100.0	100.0	100.0	97.46835443037975	100.0	100.0	100.0	100.0	100.0	97.42268041237114	100.0	100.0	100.0	97.01492537313433	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	96.29629629629629	100.0	100.0	100.0	100.0	97.05882352941177	100.0	100.0	100.0	100.0
29	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	96.96969696969697	98.27586206896552	100.0	100.0	100.0	100.0	100.0	100.0	97.46835443037975	100.0	100.0	91.66666666666667	100.0	100.0	96.90721649484536	100.0	100.0	100.0	97.01492537313433	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	96.29629629629629	93.10344827586206	100.0	100.0	100.0	97.05882352941177	97.22222222222223	100.0	100.0	100.0
30	100.0	100.0	100.0	100.0	99.1304347826087	100.0	100.0	100.0	100.0	100.0	100.0	96.875	100.0	93.93939393939394	98.27586206896552	100.0	100.0	100.0	100.0	100.0	100.0	97.46835443037975	100.0	100.0	91.66666666666667	100.0	100.0	96.90721649484536	100.0	100.0	100.0	94.02985074626865	100.0	100.0	100.0	100.0	100.0	98.9795918367347	96.15384615384616	100.0	100.0	100.0	100.0	100.0	100.0	100.0	96.29629629629629	89.65517241379311	100.0	100.0	97.36842105263158	97.05882352941177	97.22222222222223	100.0	100.0	100.0
31	88.46153846153847	81.81818181818181	90.9090909090909	100.0	89.56521739130434	85.29411764705883	88.88888888888889	93.10344827586206	83.33333333333333	90.47619047619048	98.33333333333333	93.75	91.66666666666667	65.15151515151516	84.48275862068965	91.17647058823529	78.57142857142857	85.71428571428571	81.48148148148148	96.42857142857143	75.0	81.0126582278481	90.47619047619048	91.66666666666667	79.16666666666667	92.41706161137441	76.3157894736842	87.62886597938144	85.0	90.47619047619048	100.0	89.55223880597015	90.69767441860465	90.0	94.5945945945946	85.71428571428571	95.83333333333333	73.46938775510205	73.07692307692308	82.14285714285714	93.24324324324324	71.42857142857143	100.0	91.30434782608695	95.23809523809524	93.02325581395348	62.96296296296296	72.41379310344827	86.36363636363636	100.0	81.57894736842105	91.17647058823529	91.66666666666667	95.0	95.0	94.73684210526316
32	69.23076923076923	59.09090909090909	77.27272727272727	78.26086956521739	68.69565217391305	67.6470588235294	62.96296296296296	58.62068965517241	45.833333333333336	61.904761904761905	85.0	68.75	77.77777777777777	42.42424242424242	67.24137931034483	58.8235294117647	53.57142857142857	76.19047619047619	66.66666666666667	67.85714285714286	70.0	64.55696202531645	52.38095238095238	66.66666666666667	50.0	69.66824644549763	42.10526315789474	68.04123711340206	50.0	57.142857142857146	52.38095238095238	73.13432835820896	76.74418604651163	85.0	83.78378378378379	50.0	58.333333333333336	59.183673469387756	57.69230769230769	60.714285714285715	67.56756756756756	52.38095238095238	78.26086956521739	47.82608695652174	57.142857142857146	79.06976744186046	44.44444444444444	48.275862068965516	45.45454545454545	100.0	73.6842105263158	61.76470588235294	55.55555555555556	80.0	65.0	71.05263157894737
33	11.538461538461538	4.545454545454546	18.181818181818183	0.0	2.608695652173913	0.0	11.11111111111111	0.0	8.333333333333334	0.0	15.0	15.625	2.7777777777777777	4.545454545454546	12.068965517241379	5.882352941176471	0.0	9.523809523809524	11.11111111111111	17.857142857142858	20.0	10.126582278481013	9.523809523809524	16.666666666666668	8.333333333333334	17.53554502369668	2.6315789473684212	17.52577319587629	25.0	4.761904761904762	4.761904761904762	5.970149253731344	0.0	0.0	18.91891891891892	0.0	20.833333333333332	5.1020408163265305	3.8461538461538463	0.0	10.81081081081081	4.761904761904762	0.0	13.043478260869565	4.761904761904762	13.953488372093023	0.0	6.896551724137931	0.0	25.0	7.894736842105263	5.882352941176471	0.0	10.0	5.0	15.789473684210526
34	11.538461538461538	4.545454545454546	9.090909090909092	0.0	0.8695652173913043	0.0	11.11111111111111	0.0	8.333333333333334	0.0	11.666666666666666	12.5	0.0	1.5151515151515151	8.620689655172415	5.882352941176471	0.0	9.523809523809524	11.11111111111111	17.857142857142858	5.0	6.329113924050633	9.523809523809524	12.5	0.0	14.691943127962086	0.0	13.402061855670103	20.0	4.761904761904762	0.0	5.970149253731344	0.0	0.0	13.513513513513514	0.0	16.666666666666668	2.0408163265306123	0.0	0.0	10.81081081081081	0.0	0.0	0.0	0.0	6.976744186046512	0.0	3.4482758620689653	0.0	4.166666666666667	7.894736842105263	5.882352941176471	0.0	5.0	0.0	5.2631578947368425
35	11.538461538461538	4.545454545454546	9.090909090909092	0.0	0.8695652173913043	0.0	11.11111111111111	0.0	8.333333333333334	0.0	6.666666666666667	9.375	0.0	1.5151515151515151	6.896551724137931	5.882352941176471	0.0	9.523809523809524	11.11111111111111	17.857142857142858	5.0	5.063291139240507	9.523809523809524	12.5	0.0	13.270142180094787	0.0	11.34020618556701	20.0	4.761904761904762	0.0	5.970149253731344	0.0	0.0	13.513513513513514	0.0	0.0	2.0408163265306123	0.0	0.0	10.81081081081081	0.0	0.0	0.0	0.0	6.976744186046512	0.0	3.4482758620689653	0.0	4.166666666666667	7.894736842105263	5.882352941176471	0.0	5.0	0.0	5.2631578947368425
36	3.8461538461538463	0.0	0.0	0.0	0.0	0.0	7.407407407407407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4218009478672986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
40	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
