gene	SRX6979700	SRX6979849	SRX6980014	SRX6979775	SRX6980266	SRX6979625	SRX6979822	SRX6979563	SRX6979781	SRX6979757	SRX6979706	SRX6980203	SRX6979819	SRX6980218	SRX6980181	SRX6979852	SRX6979652	SRX6979733	SRX6979727	SRX6979691	SRX6979816	SRX6979876	SRX6979834	SRX6979649	SRX6980290	SRX6979548	SRX6979864	SRX6980039	SRX6979554	SRX6979786	SRX6979631	SRX6979855	SRX6979745	SRX6979622	SRX6979688	SRX6979778	SRX6979560	SRX6979798	SRX6980299	SRX6979772	SRX6980269	SRX6979795	SRX6979867	SRX6979566	SRX6979846	SRX6979879	SRX6979807	SRX6980245	SRX6979754	SRX6979599	SRX6980153	SRX6979840	SRX6979882	SRX6979736	SRX6980221	SRX6979763
11	23.0	21.0	19.0	23.0	114.0	34.0	24.0	29.0	22.0	21.0	53.0	28.0	36.0	64.0	51.0	32.0	28.0	19.0	24.0	23.0	16.0	70.0	19.0	21.0	23.0	181.0	38.0	160.0	16.0	20.0	21.0	63.0	43.0	20.0	32.0	28.0	23.0	96.0	26.0	28.0	66.0	21.0	23.0	22.0	21.0	39.0	26.0	27.0	22.0	23.0	35.0	31.0	36.0	19.0	19.0	36.0
12	23.0	21.0	19.0	23.0	114.0	34.0	24.0	29.0	22.0	21.0	53.0	28.0	36.0	64.0	52.0	32.0	28.0	19.0	24.0	23.0	19.0	72.0	19.0	21.0	23.0	182.0	38.0	162.0	16.0	20.0	21.0	63.0	43.0	20.0	32.0	28.0	24.0	96.0	26.0	28.0	66.0	21.0	23.0	23.0	21.0	40.0	26.0	28.0	22.0	23.0	35.0	31.0	36.0	19.0	19.0	36.0
13	23.0	21.0	19.0	23.0	114.0	34.0	24.0	29.0	22.0	21.0	55.0	29.0	36.0	64.0	53.0	32.0	28.0	19.0	24.0	23.0	19.0	74.0	19.0	21.0	24.0	182.0	38.0	165.0	16.0	20.0	21.0	63.0	43.0	20.0	32.0	28.0	24.0	96.0	26.0	28.0	66.0	21.0	23.0	23.0	21.0	40.0	26.0	28.0	22.0	23.0	35.0	31.0	36.0	19.0	20.0	36.0
14	26.0	22.0	22.0	23.0	115.0	34.0	27.0	29.0	24.0	21.0	60.0	32.0	36.0	65.0	57.0	34.0	28.0	21.0	27.0	28.0	20.0	77.0	21.0	24.0	24.0	211.0	38.0	189.0	20.0	21.0	21.0	67.0	43.0	20.0	37.0	28.0	24.0	98.0	26.0	28.0	74.0	21.0	23.0	23.0	21.0	43.0	26.0	29.0	22.0	24.0	38.0	33.0	36.0	20.0	20.0	38.0
15	26.0	22.0	22.0	23.0	115.0	34.0	27.0	29.0	24.0	21.0	60.0	32.0	36.0	65.0	57.0	34.0	28.0	21.0	27.0	28.0	20.0	77.0	21.0	24.0	24.0	211.0	38.0	190.0	20.0	21.0	21.0	67.0	43.0	20.0	37.0	28.0	24.0	98.0	26.0	28.0	74.0	21.0	23.0	23.0	21.0	43.0	26.0	29.0	22.0	24.0	38.0	33.0	36.0	20.0	20.0	38.0
16	26.0	22.0	22.0	23.0	115.0	34.0	27.0	29.0	24.0	21.0	60.0	32.0	36.0	65.0	57.0	34.0	28.0	21.0	27.0	28.0	20.0	77.0	21.0	24.0	24.0	211.0	38.0	190.0	20.0	21.0	21.0	67.0	43.0	20.0	37.0	28.0	24.0	98.0	26.0	28.0	74.0	21.0	23.0	23.0	21.0	43.0	26.0	29.0	22.0	24.0	38.0	33.0	36.0	20.0	20.0	38.0
17	26.0	22.0	22.0	23.0	115.0	34.0	27.0	29.0	24.0	21.0	60.0	32.0	36.0	65.0	57.0	34.0	28.0	21.0	27.0	28.0	20.0	77.0	21.0	24.0	24.0	211.0	38.0	190.0	20.0	21.0	21.0	67.0	43.0	20.0	37.0	28.0	24.0	98.0	26.0	28.0	74.0	21.0	23.0	23.0	21.0	43.0	26.0	29.0	22.0	24.0	38.0	33.0	36.0	20.0	20.0	38.0
18	26.0	22.0	22.0	23.0	115.0	34.0	27.0	29.0	24.0	21.0	60.0	32.0	36.0	65.0	57.0	34.0	28.0	21.0	27.0	28.0	20.0	77.0	21.0	24.0	24.0	211.0	38.0	190.0	20.0	21.0	21.0	67.0	43.0	20.0	37.0	28.0	24.0	98.0	26.0	28.0	74.0	21.0	23.0	23.0	21.0	43.0	26.0	29.0	22.0	24.0	38.0	33.0	36.0	20.0	20.0	38.0
19	26.0	22.0	22.0	23.0	115.0	34.0	27.0	29.0	24.0	21.0	60.0	32.0	36.0	65.0	57.0	34.0	28.0	21.0	27.0	28.0	20.0	77.0	21.0	24.0	24.0	211.0	38.0	190.0	20.0	21.0	21.0	67.0	43.0	20.0	37.0	28.0	24.0	98.0	26.0	28.0	74.0	21.0	23.0	23.0	21.0	43.0	26.0	29.0	22.0	24.0	38.0	33.0	36.0	20.0	20.0	38.0
20	26.0	22.0	22.0	23.0	115.0	34.0	27.0	29.0	24.0	21.0	60.0	32.0	36.0	65.0	57.0	34.0	28.0	21.0	27.0	28.0	20.0	77.0	21.0	24.0	24.0	211.0	38.0	190.0	20.0	21.0	21.0	67.0	43.0	20.0	37.0	28.0	24.0	98.0	26.0	28.0	74.0	21.0	23.0	23.0	21.0	43.0	26.0	29.0	22.0	24.0	38.0	33.0	36.0	20.0	20.0	38.0
21	26.0	22.0	22.0	23.0	115.0	34.0	27.0	29.0	24.0	21.0	60.0	32.0	36.0	65.0	57.0	34.0	28.0	21.0	27.0	28.0	20.0	77.0	21.0	24.0	24.0	211.0	38.0	190.0	20.0	21.0	21.0	67.0	43.0	20.0	37.0	28.0	24.0	98.0	26.0	28.0	74.0	21.0	23.0	23.0	21.0	43.0	26.0	29.0	22.0	24.0	38.0	33.0	36.0	20.0	20.0	38.0
22	26.0	22.0	22.0	23.0	115.0	34.0	27.0	29.0	24.0	21.0	60.0	32.0	36.0	65.0	57.0	34.0	28.0	21.0	27.0	28.0	20.0	77.0	21.0	24.0	24.0	211.0	38.0	190.0	20.0	21.0	21.0	67.0	43.0	20.0	37.0	28.0	24.0	98.0	26.0	28.0	74.0	21.0	23.0	23.0	21.0	43.0	26.0	29.0	22.0	24.0	38.0	33.0	36.0	20.0	20.0	38.0
23	26.0	22.0	22.0	23.0	115.0	34.0	27.0	29.0	24.0	21.0	60.0	32.0	36.0	65.0	57.0	34.0	28.0	21.0	27.0	28.0	20.0	77.0	21.0	24.0	24.0	211.0	38.0	190.0	20.0	21.0	21.0	67.0	43.0	20.0	37.0	28.0	24.0	98.0	26.0	28.0	74.0	21.0	23.0	23.0	21.0	43.0	26.0	29.0	22.0	24.0	38.0	33.0	36.0	20.0	20.0	38.0
24	26.0	22.0	22.0	23.0	115.0	34.0	27.0	29.0	24.0	21.0	60.0	32.0	36.0	65.0	57.0	34.0	28.0	21.0	27.0	28.0	20.0	77.0	21.0	24.0	24.0	211.0	38.0	190.0	20.0	21.0	21.0	67.0	43.0	20.0	37.0	28.0	24.0	98.0	26.0	28.0	74.0	21.0	23.0	23.0	21.0	43.0	26.0	29.0	22.0	24.0	38.0	33.0	36.0	20.0	20.0	38.0
25	26.0	22.0	22.0	23.0	115.0	34.0	27.0	29.0	24.0	21.0	60.0	32.0	36.0	65.0	57.0	34.0	28.0	21.0	27.0	28.0	20.0	77.0	21.0	24.0	24.0	211.0	38.0	190.0	20.0	21.0	21.0	67.0	43.0	20.0	37.0	28.0	24.0	98.0	26.0	28.0	74.0	21.0	23.0	23.0	21.0	43.0	26.0	29.0	22.0	24.0	38.0	33.0	36.0	20.0	20.0	38.0
26	26.0	22.0	22.0	23.0	115.0	34.0	27.0	29.0	24.0	21.0	60.0	32.0	36.0	65.0	57.0	34.0	28.0	21.0	27.0	28.0	20.0	77.0	21.0	24.0	24.0	211.0	38.0	190.0	20.0	21.0	21.0	67.0	43.0	20.0	37.0	28.0	24.0	98.0	26.0	28.0	74.0	21.0	23.0	23.0	21.0	43.0	26.0	29.0	22.0	24.0	38.0	33.0	36.0	20.0	20.0	38.0
27	26.0	22.0	22.0	23.0	115.0	34.0	27.0	29.0	24.0	21.0	60.0	32.0	36.0	65.0	57.0	34.0	28.0	21.0	27.0	28.0	20.0	77.0	21.0	24.0	24.0	211.0	38.0	189.0	20.0	21.0	21.0	65.0	43.0	20.0	37.0	28.0	24.0	98.0	26.0	28.0	74.0	21.0	23.0	23.0	21.0	43.0	26.0	29.0	22.0	24.0	38.0	33.0	36.0	20.0	20.0	38.0
28	26.0	22.0	22.0	23.0	115.0	34.0	27.0	29.0	24.0	21.0	60.0	32.0	36.0	65.0	57.0	34.0	28.0	21.0	27.0	28.0	20.0	77.0	21.0	24.0	24.0	211.0	38.0	189.0	20.0	21.0	21.0	65.0	43.0	20.0	37.0	28.0	24.0	98.0	26.0	28.0	74.0	21.0	23.0	23.0	21.0	43.0	26.0	29.0	22.0	24.0	38.0	33.0	36.0	20.0	20.0	38.0
29	26.0	22.0	22.0	23.0	115.0	34.0	27.0	29.0	24.0	21.0	60.0	32.0	36.0	64.0	57.0	34.0	28.0	21.0	27.0	28.0	20.0	77.0	21.0	24.0	22.0	211.0	38.0	188.0	20.0	21.0	21.0	65.0	43.0	20.0	37.0	28.0	24.0	98.0	26.0	28.0	74.0	21.0	23.0	23.0	21.0	43.0	26.0	27.0	22.0	24.0	38.0	33.0	35.0	20.0	20.0	38.0
30	26.0	22.0	22.0	23.0	114.0	34.0	27.0	29.0	24.0	21.0	60.0	31.0	36.0	62.0	57.0	34.0	28.0	21.0	27.0	28.0	20.0	77.0	21.0	24.0	22.0	211.0	38.0	188.0	20.0	21.0	21.0	63.0	43.0	20.0	37.0	28.0	24.0	97.0	25.0	28.0	74.0	21.0	23.0	23.0	21.0	43.0	26.0	26.0	22.0	24.0	37.0	33.0	35.0	20.0	20.0	38.0
31	23.0	18.0	20.0	23.0	103.0	29.0	24.0	27.0	20.0	19.0	59.0	30.0	33.0	43.0	49.0	31.0	22.0	18.0	22.0	27.0	15.0	64.0	19.0	22.0	19.0	195.0	29.0	170.0	17.0	19.0	21.0	60.0	39.0	18.0	35.0	24.0	23.0	72.0	19.0	23.0	69.0	15.0	23.0	21.0	20.0	40.0	17.0	21.0	19.0	24.0	31.0	31.0	33.0	19.0	19.0	36.0
32	18.0	13.0	17.0	18.0	79.0	23.0	17.0	17.0	11.0	13.0	51.0	22.0	28.0	28.0	39.0	20.0	15.0	16.0	18.0	19.0	14.0	51.0	11.0	16.0	12.0	147.0	16.0	132.0	10.0	12.0	11.0	49.0	33.0	17.0	31.0	14.0	14.0	58.0	15.0	17.0	50.0	11.0	18.0	11.0	12.0	34.0	12.0	14.0	10.0	24.0	28.0	21.0	20.0	16.0	13.0	27.0
33	3.0	1.0	4.0	0.0	3.0	0.0	3.0	0.0	2.0	0.0	9.0	5.0	1.0	3.0	7.0	2.0	0.0	2.0	3.0	5.0	4.0	8.0	2.0	4.0	2.0	37.0	1.0	34.0	5.0	1.0	1.0	4.0	0.0	0.0	7.0	0.0	5.0	5.0	1.0	0.0	8.0	1.0	0.0	3.0	1.0	6.0	0.0	2.0	0.0	6.0	3.0	2.0	0.0	2.0	1.0	6.0
34	3.0	1.0	2.0	0.0	1.0	0.0	3.0	0.0	2.0	0.0	7.0	4.0	0.0	1.0	5.0	2.0	0.0	2.0	3.0	5.0	1.0	5.0	2.0	3.0	0.0	31.0	0.0	26.0	4.0	1.0	0.0	4.0	0.0	0.0	5.0	0.0	4.0	2.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	1.0	3.0	2.0	0.0	1.0	0.0	2.0
35	3.0	1.0	2.0	0.0	1.0	0.0	3.0	0.0	2.0	0.0	4.0	3.0	0.0	1.0	4.0	2.0	0.0	2.0	3.0	5.0	1.0	4.0	2.0	3.0	0.0	28.0	0.0	22.0	4.0	1.0	0.0	4.0	0.0	0.0	5.0	0.0	0.0	2.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	1.0	3.0	2.0	0.0	1.0	0.0	2.0
36	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
40	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
50	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
