gene	SRX6979736	SRX6979834	SRX6979652	SRX6979876	SRX6979772	SRX6979560	SRX6980266	SRX6979649	SRX6979840	SRX6979631	SRX6979727	SRX6979566	SRX6979688	SRX6979822	SRX6980181	SRX6979816	SRX6980269	SRX6980153	SRX6979763	SRX6979778	SRX6979855	SRX6979745	SRX6979849	SRX6979563	SRX6980245	SRX6979691	SRX6979882	SRX6979852	SRX6979622	SRX6980299	SRX6980014	SRX6979548	SRX6980290	SRX6979786	SRX6979795	SRX6979754	SRX6980218	SRX6979807	SRX6980221	SRX6979867	SRX6979798	SRX6979846	SRX6979706	SRX6979700	SRX6979733	SRX6980203	SRX6979775	SRX6979781	SRX6979864	SRX6980039	SRX6979554	SRX6979879	SRX6979819	SRX6979625	SRX6979599	SRX6979757
11	95.0	90.47619047619048	100.0	88.60759493670886	100.0	95.83333333333333	99.1304347826087	87.5	91.17647058823529	100.0	88.88888888888889	95.65217391304348	86.48648648648648	88.88888888888889	87.93103448275862	80.0	89.1891891891892	92.10526315789474	94.73684210526316	100.0	94.02985074626865	100.0	95.45454545454545	100.0	93.10344827586206	82.14285714285714	100.0	94.11764705882354	100.0	100.0	86.36363636363636	85.78199052132702	95.83333333333333	95.23809523809524	100.0	100.0	96.96969696969697	96.29629629629629	95.0	100.0	97.95918367346938	100.0	88.33333333333333	88.46153846153847	90.47619047619048	87.5	100.0	91.66666666666667	100.0	82.47422680412372	80.0	90.69767441860465	100.0	100.0	95.83333333333333	100.0
12	95.0	90.47619047619048	100.0	91.13924050632912	100.0	100.0	99.1304347826087	87.5	91.17647058823529	100.0	88.88888888888889	100.0	86.48648648648648	88.88888888888889	89.65517241379311	95.0	89.1891891891892	92.10526315789474	94.73684210526316	100.0	94.02985074626865	100.0	95.45454545454545	100.0	96.55172413793103	82.14285714285714	100.0	94.11764705882354	100.0	100.0	86.36363636363636	86.25592417061611	95.83333333333333	95.23809523809524	100.0	100.0	96.96969696969697	96.29629629629629	95.0	100.0	97.95918367346938	100.0	88.33333333333333	88.46153846153847	90.47619047619048	87.5	100.0	91.66666666666667	100.0	83.50515463917526	80.0	93.02325581395348	100.0	100.0	95.83333333333333	100.0
13	95.0	90.47619047619048	100.0	93.67088607594937	100.0	100.0	99.1304347826087	87.5	91.17647058823529	100.0	88.88888888888889	100.0	86.48648648648648	88.88888888888889	91.37931034482759	95.0	89.1891891891892	92.10526315789474	94.73684210526316	100.0	94.02985074626865	100.0	95.45454545454545	100.0	96.55172413793103	82.14285714285714	100.0	94.11764705882354	100.0	100.0	86.36363636363636	86.25592417061611	100.0	95.23809523809524	100.0	100.0	96.96969696969697	96.29629629629629	100.0	100.0	97.95918367346938	100.0	91.66666666666667	88.46153846153847	90.47619047619048	90.625	100.0	91.66666666666667	100.0	85.05154639175258	80.0	93.02325581395348	100.0	100.0	95.83333333333333	100.0
14	100.0	100.0	100.0	97.46835443037975	100.0	100.0	100.0	100.0	97.05882352941177	100.0	100.0	100.0	100.0	100.0	98.27586206896552	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.48484848484848	96.29629629629629	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	97.42268041237114	100.0	100.0	100.0	100.0	100.0	100.0
15	100.0	100.0	100.0	97.46835443037975	100.0	100.0	100.0	100.0	97.05882352941177	100.0	100.0	100.0	100.0	100.0	98.27586206896552	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.48484848484848	96.29629629629629	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	97.9381443298969	100.0	100.0	100.0	100.0	100.0	100.0
16	100.0	100.0	100.0	97.46835443037975	100.0	100.0	100.0	100.0	97.05882352941177	100.0	100.0	100.0	100.0	100.0	98.27586206896552	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.48484848484848	96.29629629629629	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	97.9381443298969	100.0	100.0	100.0	100.0	100.0	100.0
17	100.0	100.0	100.0	97.46835443037975	100.0	100.0	100.0	100.0	97.05882352941177	100.0	100.0	100.0	100.0	100.0	98.27586206896552	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.48484848484848	96.29629629629629	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	97.9381443298969	100.0	100.0	100.0	100.0	100.0	100.0
18	100.0	100.0	100.0	97.46835443037975	100.0	100.0	100.0	100.0	97.05882352941177	100.0	100.0	100.0	100.0	100.0	98.27586206896552	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.48484848484848	96.29629629629629	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	97.9381443298969	100.0	100.0	100.0	100.0	100.0	100.0
19	100.0	100.0	100.0	97.46835443037975	100.0	100.0	100.0	100.0	97.05882352941177	100.0	100.0	100.0	100.0	100.0	98.27586206896552	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.48484848484848	96.29629629629629	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	97.9381443298969	100.0	100.0	100.0	100.0	100.0	100.0
20	100.0	100.0	100.0	97.46835443037975	100.0	100.0	100.0	100.0	97.05882352941177	100.0	100.0	100.0	100.0	100.0	98.27586206896552	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.48484848484848	96.29629629629629	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	97.9381443298969	100.0	100.0	100.0	100.0	100.0	100.0
21	100.0	100.0	100.0	97.46835443037975	100.0	100.0	100.0	100.0	97.05882352941177	100.0	100.0	100.0	100.0	100.0	98.27586206896552	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.48484848484848	96.29629629629629	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	97.9381443298969	100.0	100.0	100.0	100.0	100.0	100.0
22	100.0	100.0	100.0	97.46835443037975	100.0	100.0	100.0	100.0	97.05882352941177	100.0	100.0	100.0	100.0	100.0	98.27586206896552	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.48484848484848	96.29629629629629	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	97.9381443298969	100.0	100.0	100.0	100.0	100.0	100.0
23	100.0	100.0	100.0	97.46835443037975	100.0	100.0	100.0	100.0	97.05882352941177	100.0	100.0	100.0	100.0	100.0	98.27586206896552	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.48484848484848	96.29629629629629	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	97.9381443298969	100.0	100.0	100.0	100.0	100.0	100.0
24	100.0	100.0	100.0	97.46835443037975	100.0	100.0	100.0	100.0	97.05882352941177	100.0	100.0	100.0	100.0	100.0	98.27586206896552	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.48484848484848	96.29629629629629	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	97.9381443298969	100.0	100.0	100.0	100.0	100.0	100.0
25	100.0	100.0	100.0	97.46835443037975	100.0	100.0	100.0	100.0	97.05882352941177	100.0	100.0	100.0	100.0	100.0	98.27586206896552	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.48484848484848	96.29629629629629	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	97.9381443298969	100.0	100.0	100.0	100.0	100.0	100.0
26	100.0	100.0	100.0	97.46835443037975	100.0	100.0	100.0	100.0	97.05882352941177	100.0	100.0	100.0	100.0	100.0	98.27586206896552	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.48484848484848	96.29629629629629	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	97.9381443298969	100.0	100.0	100.0	100.0	100.0	100.0
27	100.0	100.0	100.0	97.46835443037975	100.0	100.0	100.0	100.0	97.05882352941177	100.0	100.0	100.0	100.0	100.0	98.27586206896552	100.0	100.0	100.0	100.0	100.0	97.01492537313433	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.48484848484848	96.29629629629629	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	97.42268041237114	100.0	100.0	100.0	100.0	100.0	100.0
28	100.0	100.0	100.0	97.46835443037975	100.0	100.0	100.0	100.0	97.05882352941177	100.0	100.0	100.0	100.0	100.0	98.27586206896552	100.0	100.0	100.0	100.0	100.0	97.01492537313433	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.48484848484848	96.29629629629629	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	97.42268041237114	100.0	100.0	100.0	100.0	100.0	100.0
29	100.0	100.0	100.0	97.46835443037975	100.0	100.0	100.0	100.0	97.05882352941177	100.0	100.0	100.0	100.0	100.0	98.27586206896552	100.0	100.0	100.0	100.0	100.0	97.01492537313433	100.0	100.0	100.0	93.10344827586206	100.0	97.22222222222223	100.0	100.0	100.0	100.0	100.0	91.66666666666667	100.0	100.0	100.0	96.96969696969697	96.29629629629629	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	96.90721649484536	100.0	100.0	100.0	100.0	100.0	100.0
30	100.0	100.0	100.0	97.46835443037975	100.0	100.0	99.1304347826087	100.0	97.05882352941177	100.0	100.0	100.0	100.0	100.0	98.27586206896552	100.0	100.0	97.36842105263158	100.0	100.0	94.02985074626865	100.0	100.0	100.0	89.65517241379311	100.0	97.22222222222223	100.0	100.0	96.15384615384616	100.0	100.0	91.66666666666667	100.0	100.0	100.0	93.93939393939394	96.29629629629629	100.0	100.0	98.9795918367347	100.0	100.0	100.0	100.0	96.875	100.0	100.0	100.0	96.90721649484536	100.0	100.0	100.0	100.0	100.0	100.0
31	95.0	90.47619047619048	78.57142857142857	81.0126582278481	82.14285714285714	95.83333333333333	89.56521739130434	91.66666666666667	91.17647058823529	100.0	81.48148148148148	91.30434782608695	94.5945945945946	88.88888888888889	84.48275862068965	75.0	93.24324324324324	81.57894736842105	94.73684210526316	85.71428571428571	89.55223880597015	90.69767441860465	81.81818181818181	93.10344827586206	72.41379310344827	96.42857142857143	91.66666666666667	91.17647058823529	90.0	73.07692307692308	90.9090909090909	92.41706161137441	79.16666666666667	90.47619047619048	71.42857142857143	86.36363636363636	65.15151515151516	62.96296296296296	95.0	100.0	73.46938775510205	95.23809523809524	98.33333333333333	88.46153846153847	85.71428571428571	93.75	100.0	83.33333333333333	76.3157894736842	87.62886597938144	85.0	93.02325581395348	91.66666666666667	85.29411764705883	100.0	90.47619047619048
32	80.0	52.38095238095238	53.57142857142857	64.55696202531645	60.714285714285715	58.333333333333336	68.69565217391305	66.66666666666667	61.76470588235294	52.38095238095238	66.66666666666667	47.82608695652174	83.78378378378379	62.96296296296296	67.24137931034483	70.0	67.56756756756756	73.6842105263158	71.05263157894737	50.0	73.13432835820896	76.74418604651163	59.09090909090909	58.62068965517241	48.275862068965516	67.85714285714286	55.55555555555556	58.8235294117647	85.0	57.69230769230769	77.27272727272727	69.66824644549763	50.0	57.142857142857146	52.38095238095238	45.45454545454545	42.42424242424242	44.44444444444444	65.0	78.26086956521739	59.183673469387756	57.142857142857146	85.0	69.23076923076923	76.19047619047619	68.75	78.26086956521739	45.833333333333336	42.10526315789474	68.04123711340206	50.0	79.06976744186046	77.77777777777777	67.6470588235294	100.0	61.904761904761905
33	10.0	9.523809523809524	0.0	10.126582278481013	0.0	20.833333333333332	2.608695652173913	16.666666666666668	5.882352941176471	4.761904761904762	11.11111111111111	13.043478260869565	18.91891891891892	11.11111111111111	12.068965517241379	20.0	10.81081081081081	7.894736842105263	15.789473684210526	0.0	5.970149253731344	0.0	4.545454545454546	0.0	6.896551724137931	17.857142857142858	0.0	5.882352941176471	0.0	3.8461538461538463	18.181818181818183	17.53554502369668	8.333333333333334	4.761904761904762	4.761904761904762	0.0	4.545454545454546	0.0	5.0	0.0	5.1020408163265305	4.761904761904762	15.0	11.538461538461538	9.523809523809524	15.625	0.0	8.333333333333334	2.6315789473684212	17.52577319587629	25.0	13.953488372093023	2.7777777777777777	0.0	25.0	0.0
34	5.0	9.523809523809524	0.0	6.329113924050633	0.0	16.666666666666668	0.8695652173913043	12.5	5.882352941176471	0.0	11.11111111111111	0.0	13.513513513513514	11.11111111111111	8.620689655172415	5.0	10.81081081081081	7.894736842105263	5.2631578947368425	0.0	5.970149253731344	0.0	4.545454545454546	0.0	3.4482758620689653	17.857142857142858	0.0	5.882352941176471	0.0	0.0	9.090909090909092	14.691943127962086	0.0	4.761904761904762	0.0	0.0	1.5151515151515151	0.0	0.0	0.0	2.0408163265306123	0.0	11.666666666666666	11.538461538461538	9.523809523809524	12.5	0.0	8.333333333333334	0.0	13.402061855670103	20.0	6.976744186046512	0.0	0.0	4.166666666666667	0.0
35	5.0	9.523809523809524	0.0	5.063291139240507	0.0	0.0	0.8695652173913043	12.5	5.882352941176471	0.0	11.11111111111111	0.0	13.513513513513514	11.11111111111111	6.896551724137931	5.0	10.81081081081081	7.894736842105263	5.2631578947368425	0.0	5.970149253731344	0.0	4.545454545454546	0.0	3.4482758620689653	17.857142857142858	0.0	5.882352941176471	0.0	0.0	9.090909090909092	13.270142180094787	0.0	4.761904761904762	0.0	0.0	1.5151515151515151	0.0	0.0	0.0	2.0408163265306123	0.0	6.666666666666667	11.538461538461538	9.523809523809524	9.375	0.0	8.333333333333334	0.0	11.34020618556701	20.0	6.976744186046512	0.0	0.0	4.166666666666667	0.0
36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.407407407407407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4218009478672986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8461538461538463	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
40	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
